"","WinRate","PickRate","tier"
"1",0.4,0,"A"
"2",0.4,0.0263157894736842,"A"
"3",0.4,0.0526315789473684,"A"
"4",0.4,0.0789473684210526,"A"
"5",0.4,0.105263157894737,"A"
"6",0.4,0.131578947368421,"A"
"7",0.4,0.157894736842105,"A"
"8",0.4,0.184210526315789,"S"
"9",0.4,0.210526315789474,"S"
"10",0.4,0.236842105263158,"S"
"11",0.4,0.263157894736842,"S"
"12",0.4,0.289473684210526,"S"
"13",0.4,0.315789473684211,"S"
"14",0.4,0.342105263157895,"S"
"15",0.4,0.368421052631579,"S"
"16",0.4,0.394736842105263,"S"
"17",0.4,0.421052631578947,"S"
"18",0.4,0.447368421052632,"S"
"19",0.4,0.473684210526316,"S"
"20",0.4,0.5,"S"
"21",0.406896551724138,0,"A"
"22",0.406896551724138,0.0263157894736842,"A"
"23",0.406896551724138,0.0526315789473684,"A"
"24",0.406896551724138,0.0789473684210526,"A"
"25",0.406896551724138,0.105263157894737,"A"
"26",0.406896551724138,0.131578947368421,"A"
"27",0.406896551724138,0.157894736842105,"A"
"28",0.406896551724138,0.184210526315789,"S"
"29",0.406896551724138,0.210526315789474,"S"
"30",0.406896551724138,0.236842105263158,"S"
"31",0.406896551724138,0.263157894736842,"S"
"32",0.406896551724138,0.289473684210526,"S"
"33",0.406896551724138,0.315789473684211,"S"
"34",0.406896551724138,0.342105263157895,"S"
"35",0.406896551724138,0.368421052631579,"S"
"36",0.406896551724138,0.394736842105263,"S"
"37",0.406896551724138,0.421052631578947,"S"
"38",0.406896551724138,0.447368421052632,"S"
"39",0.406896551724138,0.473684210526316,"S"
"40",0.406896551724138,0.5,"S"
"41",0.413793103448276,0,"A"
"42",0.413793103448276,0.0263157894736842,"A"
"43",0.413793103448276,0.0526315789473684,"A"
"44",0.413793103448276,0.0789473684210526,"A"
"45",0.413793103448276,0.105263157894737,"A"
"46",0.413793103448276,0.131578947368421,"A"
"47",0.413793103448276,0.157894736842105,"A"
"48",0.413793103448276,0.184210526315789,"S"
"49",0.413793103448276,0.210526315789474,"S"
"50",0.413793103448276,0.236842105263158,"S"
"51",0.413793103448276,0.263157894736842,"S"
"52",0.413793103448276,0.289473684210526,"S"
"53",0.413793103448276,0.315789473684211,"S"
"54",0.413793103448276,0.342105263157895,"S"
"55",0.413793103448276,0.368421052631579,"S"
"56",0.413793103448276,0.394736842105263,"S"
"57",0.413793103448276,0.421052631578947,"S"
"58",0.413793103448276,0.447368421052632,"S"
"59",0.413793103448276,0.473684210526316,"S"
"60",0.413793103448276,0.5,"S"
"61",0.420689655172414,0,"A"
"62",0.420689655172414,0.0263157894736842,"A"
"63",0.420689655172414,0.0526315789473684,"A"
"64",0.420689655172414,0.0789473684210526,"A"
"65",0.420689655172414,0.105263157894737,"A"
"66",0.420689655172414,0.131578947368421,"A"
"67",0.420689655172414,0.157894736842105,"A"
"68",0.420689655172414,0.184210526315789,"S"
"69",0.420689655172414,0.210526315789474,"S"
"70",0.420689655172414,0.236842105263158,"S"
"71",0.420689655172414,0.263157894736842,"S"
"72",0.420689655172414,0.289473684210526,"S"
"73",0.420689655172414,0.315789473684211,"S"
"74",0.420689655172414,0.342105263157895,"S"
"75",0.420689655172414,0.368421052631579,"S"
"76",0.420689655172414,0.394736842105263,"S"
"77",0.420689655172414,0.421052631578947,"S"
"78",0.420689655172414,0.447368421052632,"S"
"79",0.420689655172414,0.473684210526316,"S"
"80",0.420689655172414,0.5,"S"
"81",0.427586206896552,0,"A"
"82",0.427586206896552,0.0263157894736842,"A"
"83",0.427586206896552,0.0526315789473684,"A"
"84",0.427586206896552,0.0789473684210526,"A"
"85",0.427586206896552,0.105263157894737,"A"
"86",0.427586206896552,0.131578947368421,"A"
"87",0.427586206896552,0.157894736842105,"A"
"88",0.427586206896552,0.184210526315789,"S"
"89",0.427586206896552,0.210526315789474,"S"
"90",0.427586206896552,0.236842105263158,"S"
"91",0.427586206896552,0.263157894736842,"S"
"92",0.427586206896552,0.289473684210526,"S"
"93",0.427586206896552,0.315789473684211,"S"
"94",0.427586206896552,0.342105263157895,"S"
"95",0.427586206896552,0.368421052631579,"S"
"96",0.427586206896552,0.394736842105263,"S"
"97",0.427586206896552,0.421052631578947,"S"
"98",0.427586206896552,0.447368421052632,"S"
"99",0.427586206896552,0.473684210526316,"S"
"100",0.427586206896552,0.5,"S"
"101",0.43448275862069,0,"A"
"102",0.43448275862069,0.0263157894736842,"A"
"103",0.43448275862069,0.0526315789473684,"A"
"104",0.43448275862069,0.0789473684210526,"A"
"105",0.43448275862069,0.105263157894737,"A"
"106",0.43448275862069,0.131578947368421,"A"
"107",0.43448275862069,0.157894736842105,"A"
"108",0.43448275862069,0.184210526315789,"S"
"109",0.43448275862069,0.210526315789474,"S"
"110",0.43448275862069,0.236842105263158,"S"
"111",0.43448275862069,0.263157894736842,"S"
"112",0.43448275862069,0.289473684210526,"S"
"113",0.43448275862069,0.315789473684211,"S"
"114",0.43448275862069,0.342105263157895,"S"
"115",0.43448275862069,0.368421052631579,"S"
"116",0.43448275862069,0.394736842105263,"S"
"117",0.43448275862069,0.421052631578947,"S"
"118",0.43448275862069,0.447368421052632,"S"
"119",0.43448275862069,0.473684210526316,"S"
"120",0.43448275862069,0.5,"S"
"121",0.441379310344828,0,"A"
"122",0.441379310344828,0.0263157894736842,"A"
"123",0.441379310344828,0.0526315789473684,"A"
"124",0.441379310344828,0.0789473684210526,"A"
"125",0.441379310344828,0.105263157894737,"A"
"126",0.441379310344828,0.131578947368421,"A"
"127",0.441379310344828,0.157894736842105,"A"
"128",0.441379310344828,0.184210526315789,"S"
"129",0.441379310344828,0.210526315789474,"S"
"130",0.441379310344828,0.236842105263158,"S"
"131",0.441379310344828,0.263157894736842,"S"
"132",0.441379310344828,0.289473684210526,"S"
"133",0.441379310344828,0.315789473684211,"S"
"134",0.441379310344828,0.342105263157895,"S"
"135",0.441379310344828,0.368421052631579,"S"
"136",0.441379310344828,0.394736842105263,"S"
"137",0.441379310344828,0.421052631578947,"S"
"138",0.441379310344828,0.447368421052632,"S"
"139",0.441379310344828,0.473684210526316,"S"
"140",0.441379310344828,0.5,"S"
"141",0.448275862068966,0,"A"
"142",0.448275862068966,0.0263157894736842,"A"
"143",0.448275862068966,0.0526315789473684,"A"
"144",0.448275862068966,0.0789473684210526,"A"
"145",0.448275862068966,0.105263157894737,"A"
"146",0.448275862068966,0.131578947368421,"A"
"147",0.448275862068966,0.157894736842105,"A"
"148",0.448275862068966,0.184210526315789,"S"
"149",0.448275862068966,0.210526315789474,"S"
"150",0.448275862068966,0.236842105263158,"S"
"151",0.448275862068966,0.263157894736842,"S"
"152",0.448275862068966,0.289473684210526,"S"
"153",0.448275862068966,0.315789473684211,"S"
"154",0.448275862068966,0.342105263157895,"S"
"155",0.448275862068966,0.368421052631579,"S"
"156",0.448275862068966,0.394736842105263,"S"
"157",0.448275862068966,0.421052631578947,"S"
"158",0.448275862068966,0.447368421052632,"S"
"159",0.448275862068966,0.473684210526316,"S"
"160",0.448275862068966,0.5,"S"
"161",0.455172413793103,0,"A"
"162",0.455172413793103,0.0263157894736842,"A"
"163",0.455172413793103,0.0526315789473684,"A"
"164",0.455172413793103,0.0789473684210526,"A"
"165",0.455172413793103,0.105263157894737,"A"
"166",0.455172413793103,0.131578947368421,"A"
"167",0.455172413793103,0.157894736842105,"A"
"168",0.455172413793103,0.184210526315789,"S"
"169",0.455172413793103,0.210526315789474,"S"
"170",0.455172413793103,0.236842105263158,"S"
"171",0.455172413793103,0.263157894736842,"S"
"172",0.455172413793103,0.289473684210526,"S"
"173",0.455172413793103,0.315789473684211,"S"
"174",0.455172413793103,0.342105263157895,"S"
"175",0.455172413793103,0.368421052631579,"S"
"176",0.455172413793103,0.394736842105263,"S"
"177",0.455172413793103,0.421052631578947,"S"
"178",0.455172413793103,0.447368421052632,"S"
"179",0.455172413793103,0.473684210526316,"S"
"180",0.455172413793103,0.5,"S"
"181",0.462068965517241,0,"A"
"182",0.462068965517241,0.0263157894736842,"A"
"183",0.462068965517241,0.0526315789473684,"A"
"184",0.462068965517241,0.0789473684210526,"A"
"185",0.462068965517241,0.105263157894737,"A"
"186",0.462068965517241,0.131578947368421,"A"
"187",0.462068965517241,0.157894736842105,"A"
"188",0.462068965517241,0.184210526315789,"S"
"189",0.462068965517241,0.210526315789474,"S"
"190",0.462068965517241,0.236842105263158,"S"
"191",0.462068965517241,0.263157894736842,"S"
"192",0.462068965517241,0.289473684210526,"S"
"193",0.462068965517241,0.315789473684211,"S"
"194",0.462068965517241,0.342105263157895,"S"
"195",0.462068965517241,0.368421052631579,"S"
"196",0.462068965517241,0.394736842105263,"S"
"197",0.462068965517241,0.421052631578947,"S"
"198",0.462068965517241,0.447368421052632,"S"
"199",0.462068965517241,0.473684210526316,"S"
"200",0.462068965517241,0.5,"S"
"201",0.468965517241379,0,"A"
"202",0.468965517241379,0.0263157894736842,"A"
"203",0.468965517241379,0.0526315789473684,"A"
"204",0.468965517241379,0.0789473684210526,"A"
"205",0.468965517241379,0.105263157894737,"A"
"206",0.468965517241379,0.131578947368421,"A"
"207",0.468965517241379,0.157894736842105,"A"
"208",0.468965517241379,0.184210526315789,"S"
"209",0.468965517241379,0.210526315789474,"S"
"210",0.468965517241379,0.236842105263158,"S"
"211",0.468965517241379,0.263157894736842,"S"
"212",0.468965517241379,0.289473684210526,"S"
"213",0.468965517241379,0.315789473684211,"S"
"214",0.468965517241379,0.342105263157895,"S"
"215",0.468965517241379,0.368421052631579,"S"
"216",0.468965517241379,0.394736842105263,"S"
"217",0.468965517241379,0.421052631578947,"S"
"218",0.468965517241379,0.447368421052632,"S"
"219",0.468965517241379,0.473684210526316,"S"
"220",0.468965517241379,0.5,"S"
"221",0.475862068965517,0,"A"
"222",0.475862068965517,0.0263157894736842,"A"
"223",0.475862068965517,0.0526315789473684,"A"
"224",0.475862068965517,0.0789473684210526,"A"
"225",0.475862068965517,0.105263157894737,"A"
"226",0.475862068965517,0.131578947368421,"A"
"227",0.475862068965517,0.157894736842105,"A"
"228",0.475862068965517,0.184210526315789,"S"
"229",0.475862068965517,0.210526315789474,"S"
"230",0.475862068965517,0.236842105263158,"S"
"231",0.475862068965517,0.263157894736842,"S"
"232",0.475862068965517,0.289473684210526,"S"
"233",0.475862068965517,0.315789473684211,"S"
"234",0.475862068965517,0.342105263157895,"S"
"235",0.475862068965517,0.368421052631579,"S"
"236",0.475862068965517,0.394736842105263,"S"
"237",0.475862068965517,0.421052631578947,"S"
"238",0.475862068965517,0.447368421052632,"S"
"239",0.475862068965517,0.473684210526316,"S"
"240",0.475862068965517,0.5,"S"
"241",0.482758620689655,0,"A"
"242",0.482758620689655,0.0263157894736842,"A"
"243",0.482758620689655,0.0526315789473684,"A"
"244",0.482758620689655,0.0789473684210526,"A"
"245",0.482758620689655,0.105263157894737,"A"
"246",0.482758620689655,0.131578947368421,"A"
"247",0.482758620689655,0.157894736842105,"A"
"248",0.482758620689655,0.184210526315789,"S"
"249",0.482758620689655,0.210526315789474,"S"
"250",0.482758620689655,0.236842105263158,"S"
"251",0.482758620689655,0.263157894736842,"S"
"252",0.482758620689655,0.289473684210526,"S"
"253",0.482758620689655,0.315789473684211,"S"
"254",0.482758620689655,0.342105263157895,"S"
"255",0.482758620689655,0.368421052631579,"S"
"256",0.482758620689655,0.394736842105263,"S"
"257",0.482758620689655,0.421052631578947,"S"
"258",0.482758620689655,0.447368421052632,"S"
"259",0.482758620689655,0.473684210526316,"S"
"260",0.482758620689655,0.5,"S"
"261",0.489655172413793,0,"A"
"262",0.489655172413793,0.0263157894736842,"A"
"263",0.489655172413793,0.0526315789473684,"A"
"264",0.489655172413793,0.0789473684210526,"A"
"265",0.489655172413793,0.105263157894737,"A"
"266",0.489655172413793,0.131578947368421,"A"
"267",0.489655172413793,0.157894736842105,"A"
"268",0.489655172413793,0.184210526315789,"S"
"269",0.489655172413793,0.210526315789474,"S"
"270",0.489655172413793,0.236842105263158,"S"
"271",0.489655172413793,0.263157894736842,"S"
"272",0.489655172413793,0.289473684210526,"S"
"273",0.489655172413793,0.315789473684211,"S"
"274",0.489655172413793,0.342105263157895,"S"
"275",0.489655172413793,0.368421052631579,"S"
"276",0.489655172413793,0.394736842105263,"S"
"277",0.489655172413793,0.421052631578947,"S"
"278",0.489655172413793,0.447368421052632,"S"
"279",0.489655172413793,0.473684210526316,"S"
"280",0.489655172413793,0.5,"S"
"281",0.496551724137931,0,"A"
"282",0.496551724137931,0.0263157894736842,"A"
"283",0.496551724137931,0.0526315789473684,"A"
"284",0.496551724137931,0.0789473684210526,"A"
"285",0.496551724137931,0.105263157894737,"A"
"286",0.496551724137931,0.131578947368421,"A"
"287",0.496551724137931,0.157894736842105,"A"
"288",0.496551724137931,0.184210526315789,"S"
"289",0.496551724137931,0.210526315789474,"S"
"290",0.496551724137931,0.236842105263158,"S"
"291",0.496551724137931,0.263157894736842,"S"
"292",0.496551724137931,0.289473684210526,"S"
"293",0.496551724137931,0.315789473684211,"S"
"294",0.496551724137931,0.342105263157895,"S"
"295",0.496551724137931,0.368421052631579,"S"
"296",0.496551724137931,0.394736842105263,"S"
"297",0.496551724137931,0.421052631578947,"S"
"298",0.496551724137931,0.447368421052632,"S"
"299",0.496551724137931,0.473684210526316,"S"
"300",0.496551724137931,0.5,"S"
"301",0.503448275862069,0,"A"
"302",0.503448275862069,0.0263157894736842,"A"
"303",0.503448275862069,0.0526315789473684,"A"
"304",0.503448275862069,0.0789473684210526,"A"
"305",0.503448275862069,0.105263157894737,"A"
"306",0.503448275862069,0.131578947368421,"A"
"307",0.503448275862069,0.157894736842105,"A"
"308",0.503448275862069,0.184210526315789,"S"
"309",0.503448275862069,0.210526315789474,"S"
"310",0.503448275862069,0.236842105263158,"S"
"311",0.503448275862069,0.263157894736842,"S"
"312",0.503448275862069,0.289473684210526,"S"
"313",0.503448275862069,0.315789473684211,"S"
"314",0.503448275862069,0.342105263157895,"S"
"315",0.503448275862069,0.368421052631579,"S"
"316",0.503448275862069,0.394736842105263,"S"
"317",0.503448275862069,0.421052631578947,"S"
"318",0.503448275862069,0.447368421052632,"S"
"319",0.503448275862069,0.473684210526316,"S"
"320",0.503448275862069,0.5,"S"
"321",0.510344827586207,0,"A"
"322",0.510344827586207,0.0263157894736842,"A"
"323",0.510344827586207,0.0526315789473684,"A"
"324",0.510344827586207,0.0789473684210526,"A"
"325",0.510344827586207,0.105263157894737,"A"
"326",0.510344827586207,0.131578947368421,"A"
"327",0.510344827586207,0.157894736842105,"A"
"328",0.510344827586207,0.184210526315789,"S"
"329",0.510344827586207,0.210526315789474,"S"
"330",0.510344827586207,0.236842105263158,"S"
"331",0.510344827586207,0.263157894736842,"S"
"332",0.510344827586207,0.289473684210526,"S"
"333",0.510344827586207,0.315789473684211,"S"
"334",0.510344827586207,0.342105263157895,"S"
"335",0.510344827586207,0.368421052631579,"S"
"336",0.510344827586207,0.394736842105263,"S"
"337",0.510344827586207,0.421052631578947,"S"
"338",0.510344827586207,0.447368421052632,"S"
"339",0.510344827586207,0.473684210526316,"S"
"340",0.510344827586207,0.5,"S"
"341",0.517241379310345,0,"A"
"342",0.517241379310345,0.0263157894736842,"A"
"343",0.517241379310345,0.0526315789473684,"A"
"344",0.517241379310345,0.0789473684210526,"A"
"345",0.517241379310345,0.105263157894737,"A"
"346",0.517241379310345,0.131578947368421,"A"
"347",0.517241379310345,0.157894736842105,"A"
"348",0.517241379310345,0.184210526315789,"S"
"349",0.517241379310345,0.210526315789474,"S"
"350",0.517241379310345,0.236842105263158,"S"
"351",0.517241379310345,0.263157894736842,"S"
"352",0.517241379310345,0.289473684210526,"S"
"353",0.517241379310345,0.315789473684211,"S"
"354",0.517241379310345,0.342105263157895,"S"
"355",0.517241379310345,0.368421052631579,"S"
"356",0.517241379310345,0.394736842105263,"S"
"357",0.517241379310345,0.421052631578947,"S"
"358",0.517241379310345,0.447368421052632,"S"
"359",0.517241379310345,0.473684210526316,"S"
"360",0.517241379310345,0.5,"S"
"361",0.524137931034483,0,"A"
"362",0.524137931034483,0.0263157894736842,"A"
"363",0.524137931034483,0.0526315789473684,"A"
"364",0.524137931034483,0.0789473684210526,"A"
"365",0.524137931034483,0.105263157894737,"A"
"366",0.524137931034483,0.131578947368421,"A"
"367",0.524137931034483,0.157894736842105,"A"
"368",0.524137931034483,0.184210526315789,"S"
"369",0.524137931034483,0.210526315789474,"S"
"370",0.524137931034483,0.236842105263158,"S"
"371",0.524137931034483,0.263157894736842,"S"
"372",0.524137931034483,0.289473684210526,"S"
"373",0.524137931034483,0.315789473684211,"S"
"374",0.524137931034483,0.342105263157895,"S"
"375",0.524137931034483,0.368421052631579,"S"
"376",0.524137931034483,0.394736842105263,"S"
"377",0.524137931034483,0.421052631578947,"S"
"378",0.524137931034483,0.447368421052632,"S"
"379",0.524137931034483,0.473684210526316,"S"
"380",0.524137931034483,0.5,"S"
"381",0.531034482758621,0,"A"
"382",0.531034482758621,0.0263157894736842,"A"
"383",0.531034482758621,0.0526315789473684,"A"
"384",0.531034482758621,0.0789473684210526,"A"
"385",0.531034482758621,0.105263157894737,"A"
"386",0.531034482758621,0.131578947368421,"A"
"387",0.531034482758621,0.157894736842105,"A"
"388",0.531034482758621,0.184210526315789,"S"
"389",0.531034482758621,0.210526315789474,"S"
"390",0.531034482758621,0.236842105263158,"S"
"391",0.531034482758621,0.263157894736842,"S"
"392",0.531034482758621,0.289473684210526,"S"
"393",0.531034482758621,0.315789473684211,"S"
"394",0.531034482758621,0.342105263157895,"S"
"395",0.531034482758621,0.368421052631579,"S"
"396",0.531034482758621,0.394736842105263,"S"
"397",0.531034482758621,0.421052631578947,"S"
"398",0.531034482758621,0.447368421052632,"S"
"399",0.531034482758621,0.473684210526316,"S"
"400",0.531034482758621,0.5,"S"
"401",0.537931034482759,0,"A"
"402",0.537931034482759,0.0263157894736842,"A"
"403",0.537931034482759,0.0526315789473684,"A"
"404",0.537931034482759,0.0789473684210526,"A"
"405",0.537931034482759,0.105263157894737,"A"
"406",0.537931034482759,0.131578947368421,"A"
"407",0.537931034482759,0.157894736842105,"A"
"408",0.537931034482759,0.184210526315789,"S"
"409",0.537931034482759,0.210526315789474,"S"
"410",0.537931034482759,0.236842105263158,"S"
"411",0.537931034482759,0.263157894736842,"S"
"412",0.537931034482759,0.289473684210526,"S"
"413",0.537931034482759,0.315789473684211,"S"
"414",0.537931034482759,0.342105263157895,"S"
"415",0.537931034482759,0.368421052631579,"S"
"416",0.537931034482759,0.394736842105263,"S"
"417",0.537931034482759,0.421052631578947,"S"
"418",0.537931034482759,0.447368421052632,"S"
"419",0.537931034482759,0.473684210526316,"S"
"420",0.537931034482759,0.5,"S"
"421",0.544827586206897,0,"A"
"422",0.544827586206897,0.0263157894736842,"A"
"423",0.544827586206897,0.0526315789473684,"A"
"424",0.544827586206897,0.0789473684210526,"A"
"425",0.544827586206897,0.105263157894737,"A"
"426",0.544827586206897,0.131578947368421,"A"
"427",0.544827586206897,0.157894736842105,"A"
"428",0.544827586206897,0.184210526315789,"S"
"429",0.544827586206897,0.210526315789474,"S"
"430",0.544827586206897,0.236842105263158,"S"
"431",0.544827586206897,0.263157894736842,"S"
"432",0.544827586206897,0.289473684210526,"S"
"433",0.544827586206897,0.315789473684211,"S"
"434",0.544827586206897,0.342105263157895,"S"
"435",0.544827586206897,0.368421052631579,"S"
"436",0.544827586206897,0.394736842105263,"S"
"437",0.544827586206897,0.421052631578947,"S"
"438",0.544827586206897,0.447368421052632,"S"
"439",0.544827586206897,0.473684210526316,"S"
"440",0.544827586206897,0.5,"S"
"441",0.551724137931034,0,"A"
"442",0.551724137931034,0.0263157894736842,"A"
"443",0.551724137931034,0.0526315789473684,"A"
"444",0.551724137931034,0.0789473684210526,"A"
"445",0.551724137931034,0.105263157894737,"A"
"446",0.551724137931034,0.131578947368421,"A"
"447",0.551724137931034,0.157894736842105,"A"
"448",0.551724137931034,0.184210526315789,"S"
"449",0.551724137931034,0.210526315789474,"S"
"450",0.551724137931034,0.236842105263158,"S"
"451",0.551724137931034,0.263157894736842,"S"
"452",0.551724137931034,0.289473684210526,"S"
"453",0.551724137931034,0.315789473684211,"S"
"454",0.551724137931034,0.342105263157895,"S"
"455",0.551724137931034,0.368421052631579,"S"
"456",0.551724137931034,0.394736842105263,"S"
"457",0.551724137931034,0.421052631578947,"S"
"458",0.551724137931034,0.447368421052632,"S"
"459",0.551724137931034,0.473684210526316,"S"
"460",0.551724137931034,0.5,"S"
"461",0.558620689655172,0,"A"
"462",0.558620689655172,0.0263157894736842,"A"
"463",0.558620689655172,0.0526315789473684,"A"
"464",0.558620689655172,0.0789473684210526,"A"
"465",0.558620689655172,0.105263157894737,"A"
"466",0.558620689655172,0.131578947368421,"A"
"467",0.558620689655172,0.157894736842105,"A"
"468",0.558620689655172,0.184210526315789,"S"
"469",0.558620689655172,0.210526315789474,"S"
"470",0.558620689655172,0.236842105263158,"S"
"471",0.558620689655172,0.263157894736842,"S"
"472",0.558620689655172,0.289473684210526,"S"
"473",0.558620689655172,0.315789473684211,"S"
"474",0.558620689655172,0.342105263157895,"S"
"475",0.558620689655172,0.368421052631579,"S"
"476",0.558620689655172,0.394736842105263,"S"
"477",0.558620689655172,0.421052631578947,"S"
"478",0.558620689655172,0.447368421052632,"S"
"479",0.558620689655172,0.473684210526316,"S"
"480",0.558620689655172,0.5,"S"
"481",0.56551724137931,0,"A"
"482",0.56551724137931,0.0263157894736842,"A"
"483",0.56551724137931,0.0526315789473684,"A"
"484",0.56551724137931,0.0789473684210526,"A"
"485",0.56551724137931,0.105263157894737,"A"
"486",0.56551724137931,0.131578947368421,"A"
"487",0.56551724137931,0.157894736842105,"A"
"488",0.56551724137931,0.184210526315789,"S"
"489",0.56551724137931,0.210526315789474,"S"
"490",0.56551724137931,0.236842105263158,"S"
"491",0.56551724137931,0.263157894736842,"S"
"492",0.56551724137931,0.289473684210526,"S"
"493",0.56551724137931,0.315789473684211,"S"
"494",0.56551724137931,0.342105263157895,"S"
"495",0.56551724137931,0.368421052631579,"S"
"496",0.56551724137931,0.394736842105263,"S"
"497",0.56551724137931,0.421052631578947,"S"
"498",0.56551724137931,0.447368421052632,"S"
"499",0.56551724137931,0.473684210526316,"S"
"500",0.56551724137931,0.5,"S"
"501",0.572413793103448,0,"A"
"502",0.572413793103448,0.0263157894736842,"A"
"503",0.572413793103448,0.0526315789473684,"A"
"504",0.572413793103448,0.0789473684210526,"A"
"505",0.572413793103448,0.105263157894737,"A"
"506",0.572413793103448,0.131578947368421,"A"
"507",0.572413793103448,0.157894736842105,"A"
"508",0.572413793103448,0.184210526315789,"S"
"509",0.572413793103448,0.210526315789474,"S"
"510",0.572413793103448,0.236842105263158,"S"
"511",0.572413793103448,0.263157894736842,"S"
"512",0.572413793103448,0.289473684210526,"S"
"513",0.572413793103448,0.315789473684211,"S"
"514",0.572413793103448,0.342105263157895,"S"
"515",0.572413793103448,0.368421052631579,"S"
"516",0.572413793103448,0.394736842105263,"S"
"517",0.572413793103448,0.421052631578947,"S"
"518",0.572413793103448,0.447368421052632,"S"
"519",0.572413793103448,0.473684210526316,"S"
"520",0.572413793103448,0.5,"S"
"521",0.579310344827586,0,"A"
"522",0.579310344827586,0.0263157894736842,"A"
"523",0.579310344827586,0.0526315789473684,"A"
"524",0.579310344827586,0.0789473684210526,"A"
"525",0.579310344827586,0.105263157894737,"A"
"526",0.579310344827586,0.131578947368421,"A"
"527",0.579310344827586,0.157894736842105,"A"
"528",0.579310344827586,0.184210526315789,"S"
"529",0.579310344827586,0.210526315789474,"S"
"530",0.579310344827586,0.236842105263158,"S"
"531",0.579310344827586,0.263157894736842,"S"
"532",0.579310344827586,0.289473684210526,"S"
"533",0.579310344827586,0.315789473684211,"S"
"534",0.579310344827586,0.342105263157895,"S"
"535",0.579310344827586,0.368421052631579,"S"
"536",0.579310344827586,0.394736842105263,"S"
"537",0.579310344827586,0.421052631578947,"S"
"538",0.579310344827586,0.447368421052632,"S"
"539",0.579310344827586,0.473684210526316,"S"
"540",0.579310344827586,0.5,"S"
"541",0.586206896551724,0,"A"
"542",0.586206896551724,0.0263157894736842,"A"
"543",0.586206896551724,0.0526315789473684,"A"
"544",0.586206896551724,0.0789473684210526,"A"
"545",0.586206896551724,0.105263157894737,"A"
"546",0.586206896551724,0.131578947368421,"A"
"547",0.586206896551724,0.157894736842105,"S"
"548",0.586206896551724,0.184210526315789,"S"
"549",0.586206896551724,0.210526315789474,"S"
"550",0.586206896551724,0.236842105263158,"S"
"551",0.586206896551724,0.263157894736842,"S"
"552",0.586206896551724,0.289473684210526,"S"
"553",0.586206896551724,0.315789473684211,"S"
"554",0.586206896551724,0.342105263157895,"S"
"555",0.586206896551724,0.368421052631579,"S"
"556",0.586206896551724,0.394736842105263,"S"
"557",0.586206896551724,0.421052631578947,"S"
"558",0.586206896551724,0.447368421052632,"S"
"559",0.586206896551724,0.473684210526316,"S"
"560",0.586206896551724,0.5,"S"
"561",0.593103448275862,0,"A"
"562",0.593103448275862,0.0263157894736842,"A"
"563",0.593103448275862,0.0526315789473684,"A"
"564",0.593103448275862,0.0789473684210526,"A"
"565",0.593103448275862,0.105263157894737,"A"
"566",0.593103448275862,0.131578947368421,"A"
"567",0.593103448275862,0.157894736842105,"S"
"568",0.593103448275862,0.184210526315789,"S"
"569",0.593103448275862,0.210526315789474,"S"
"570",0.593103448275862,0.236842105263158,"S"
"571",0.593103448275862,0.263157894736842,"S"
"572",0.593103448275862,0.289473684210526,"S"
"573",0.593103448275862,0.315789473684211,"S"
"574",0.593103448275862,0.342105263157895,"S"
"575",0.593103448275862,0.368421052631579,"S"
"576",0.593103448275862,0.394736842105263,"S"
"577",0.593103448275862,0.421052631578947,"S"
"578",0.593103448275862,0.447368421052632,"S"
"579",0.593103448275862,0.473684210526316,"S"
"580",0.593103448275862,0.5,"S"
"581",0.6,0,"A"
"582",0.6,0.0263157894736842,"A"
"583",0.6,0.0526315789473684,"A"
"584",0.6,0.0789473684210526,"A"
"585",0.6,0.105263157894737,"A"
"586",0.6,0.131578947368421,"A"
"587",0.6,0.157894736842105,"S"
"588",0.6,0.184210526315789,"S"
"589",0.6,0.210526315789474,"S"
"590",0.6,0.236842105263158,"S"
"591",0.6,0.263157894736842,"S"
"592",0.6,0.289473684210526,"S"
"593",0.6,0.315789473684211,"S"
"594",0.6,0.342105263157895,"S"
"595",0.6,0.368421052631579,"S"
"596",0.6,0.394736842105263,"S"
"597",0.6,0.421052631578947,"S"
"598",0.6,0.447368421052632,"S"
"599",0.6,0.473684210526316,"S"
"600",0.6,0.5,"S"
